T,EV,AP,RH,EP
4.7395,30.4453,1007.0379,95.8067,484.6607
6.5352,30.6714,1017.1537,59.1158,480.4976
12.9544,41.1513,1013.4296,75.1858,471.3916
32.0547,66.0815,1001.7708,58.3370,441.0671
30.5274,68.9820,1015.5540,58.1555,421.3912
27.8966,67.6076,1013.9860,70.2797,439.2086
16.8981,49.8699,1001.9985,86.8882,450.1948
20.1364,47.0492,1017.8605,68.3535,457.5631
31.0188,65.3990,999.6797,63.8647,422.5388
11.8082,47.6868,1019.7273,69.9498,488.9758
16.5518,48.4940,1015.2010,62.0006,458.8496
12.9599,32.2828,1018.8542,77.8322,470.5325
30.4414,73.0955,1004.5386,59.5146,428.6387
17.8330,45.6881,1008.0865,73.8823,459.5572
32.9858,65.9493,1015.2958,55.7625,426.9530
22.9545,55.0175,1010.4435,70.0154,449.9292
20.5502,49.2183,1001.0740,59.2471,450.0779
9.2789,42.5093,1019.2512,72.1196,483.5844
13.3472,45.2555,1014.4189,74.5547,469.6253
14.8789,55.9319,1022.9343,83.4905,454.9200
16.6548,34.2312,1020.3897,64.7183,463.9404
4.7464,30.0261,1010.1023,101.7369,484.9486
-9.6662,16.9715,1021.9589,104.0845,509.8004
22.1839,64.6315,1012.6733,74.8508,449.1802
16.6126,45.7411,1024.1074,66.1148,468.5674
27.5687,64.6804,1004.2071,52.8017,436.4327
29.8187,67.2706,1015.7689,38.9729,432.9494
18.1930,59.4818,996.8773,80.6061,450.0260
26.4155,69.1903,1016.9626,55.4408,435.9399
33.4284,66.3311,1007.8730,53.9797,421.5717
23.1185,50.3166,1006.4244,67.6809,457.3999
22.2015,47.2276,1009.0466,56.5316,452.1310
15.4909,54.5576,1009.0332,100.6088,461.8208
18.5856,53.1786,1015.6109,94.2150,448.7773
6.5907,42.8445,1022.1514,67.2649,479.1254
12.1185,45.7242,1026.1030,80.8520,472.2933
13.0075,50.5446,1021.1846,77.3230,474.1321
29.1432,77.3818,1013.6459,75.0087,433.0231
17.7693,41.9254,1015.9580,75.5234,467.8293
22.7569,51.6638,1014.1601,70.0368,437.0622
23.9130,58.5053,1004.6789,72.4677,454.0197
2.8262,33.3196,1017.5801,98.3664,489.8382
26.3676,75.2582,1008.2581,67.8408,436.8416
13.4174,58.0395,1017.4446,81.7506,463.9371
17.2880,54.9024,1014.3977,60.7197,465.5169
13.6154,38.2228,1013.0647,70.8513,462.5610
23.7980,57.8729,1013.7721,79.3248,438.2690
21.0171,46.7169,1004.1901,94.9339,453.7694
23.7966,45.8033,1006.5488,51.8455,452.7649
29.2408,65.5288,1001.4025,57.9346,432.1356
31.3330,82.2514,1011.9136,60.5834,420.8755
21.1951,62.7653,1009.8489,79.7254,453.3082
30.9766,62.3819,1012.0775,56.9290,435.9481
8.5243,48.3276,1023.1407,88.0489,476.8800
21.7410,62.4045,1022.0002,65.7463,449.6987
9.4023,40.9288,1020.8653,77.2107,479.4560
40.2872,83.2484,998.1969,42.0691,404.0096
13.3697,51.0353,1016.8424,72.9970,468.6548
20.6821,58.2596,1014.9598,83.0122,455.6800
32.6471,63.0378,1006.8203,37.3464,432.7142
7.5739,24.3749,1015.0765,71.2442,483.0037
24.3492,65.3478,1015.7801,55.5102,448.4681
7.2571,21.4815,1024.4711,72.9304,477.5034
14.9207,47.0260,1016.7006,77.7236,463.9066
24.5330,56.5938,1001.1935,76.7597,442.5738
32.4625,79.8172,1001.8743,70.6386,420.5898
26.5742,63.3794,1017.9376,71.9469,440.8243
11.5055,32.2869,1017.0066,83.2177,479.0085
27.1411,71.3692,1010.7079,64.5424,443.3602
15.5291,38.3581,1021.0870,42.5398,468.6508
20.9520,55.1058,1008.4815,76.8147,453.5149
19.7491,65.7743,1024.5438,73.3781,451.6642
26.4447,54.2715,1010.7365,50.5040,443.6610
16.8612,51.2738,1008.0797,92.8688,448.2595
15.4888,42.4957,1017.9186,97.6292,466.5763
35.4830,79.4999,1009.9657,67.2447,417.7551
23.0488,60.6722,1007.2469,73.6652,450.8510
12.0690,43.3737,1019.9429,82.6205,462.1173
20.2878,58.6981,1009.3730,87.1186,454.3542
18.3381,51.1810,1019.2642,67.8662,459.3189
25.8318,52.0236,1010.9999,62.5017,446.3982
28.1698,60.9527,1006.7361,74.3068,431.9487
26.0563,60.4125,1022.0782,71.5725,446.0270
24.1216,65.1470,1013.1820,75.3661,446.2132
4.5855,32.3970,1024.1674,86.5192,483.6039
19.4412,59.9881,1013.5900,53.2979,454.0447
14.0198,45.0094,1013.2005,79.9557,465.7891
35.4688,75.0728,1007.9098,54.8152,429.3101
25.2626,63.5472,1015.8604,50.8196,441.9558
29.2810,58.6136,1016.6223,66.4706,433.1341
19.7309,47.1317,1009.6331,72.8261,456.1506
23.6924,61.2592,1004.1506,80.4674,433.7222
25.5238,63.9579,1008.8685,58.2534,437.4663
23.2847,53.3636,1002.0747,67.3678,438.8081
19.4728,56.7702,1013.3129,82.4711,454.0784
24.6807,55.8456,1017.0160,60.3930,446.4307
28.0895,61.9516,1008.3637,52.1792,439.8177
12.3828,56.8401,1006.1870,93.6474,471.2092
16.4424,40.0502,1019.3079,55.9591,466.5602
2.1869,24.4879,1021.4948,89.2515,495.3689
19.3187,53.3600,1013.8725,80.9699,456.5973
17.1743,56.7589,1013.0841,77.7947,463.1527
11.9560,38.1878,1019.2399,70.8878,468.2880
13.4495,42.4958,1013.5805,85.2084,466.6148
24.6250,69.2307,1009.1967,73.6350,433.6439
26.6378,59.2666,1015.6230,67.2147,441.8495
18.3828,51.3544,1019.1488,65.7198,452.5270
33.9931,73.0986,1016.5170,54.1728,428.7584
12.2474,30.3977,1013.9898,76.5663,474.3461
16.0625,48.8682,1012.0040,78.2516,452.7332
14.6467,39.5682,1017.4233,86.9475,466.8575
12.5140,38.5068,1012.6635,73.6884,466.0012
17.6198,59.4207,1015.4144,88.7299,457.8284
13.0388,44.3236,1014.8779,71.6537,470.5136
15.2073,47.8065,1015.9331,97.4612,457.1404
27.5294,55.8004,1020.4215,39.8483,434.0928
24.5568,63.2142,1014.9386,51.5114,447.0913
20.4476,61.0281,1013.3843,69.3419,452.1611
17.6479,51.5827,1013.9374,86.1458,455.4365
39.0232,88.6874,1013.0560,45.3784,412.5051
19.5559,59.1851,1008.8304,69.7274,457.0878
18.8685,52.4088,1020.6108,67.8158,462.4987
34.4180,83.5868,1009.8378,64.9282,418.4131
5.2212,31.0841,1021.0179,80.9213,486.1701
19.3144,63.8854,1008.2815,108.9429,449.8328
25.7867,53.6860,1005.5591,50.3712,443.9088
16.6197,47.0253,1011.2347,86.8141,456.3668
26.0366,63.8728,1000.0486,76.5373,435.2249
14.1431,35.3505,1019.2093,89.1072,466.1350
27.7793,65.6060,1015.6856,81.8117,428.6779
15.1717,51.3978,1006.0750,91.7852,455.0685
23.2452,57.3199,1013.4014,78.7134,442.3864
18.9441,62.0860,1010.3430,85.9620,444.7737
19.0129,61.0593,1025.1078,71.2188,454.6383
23.8466,71.9841,1017.2270,61.6086,439.7756
22.1078,55.8694,1012.5410,58.1994,450.5553
21.0328,51.0596,1006.5307,83.0231,441.3786
20.5517,52.4392,1024.4645,76.7370,459.3440
21.9808,60.5972,1004.7486,85.6189,446.9120
16.6722,42.5492,1017.5792,73.1623,472.5783
23.3246,60.5235,1013.3870,66.0075,443.9037
22.9544,51.8785,1001.5892,79.2915,443.4406
20.3736,58.8435,1008.6866,85.0482,442.0484
5.3804,27.4910,1019.0436,89.1949,487.5741
18.8443,49.4635,1009.4691,92.5824,459.5436
20.0281,62.2553,1017.6933,69.0543,453.9771
21.2889,54.5061,1013.1731,60.7630,459.3968
21.3195,71.8236,1017.4385,84.1297,449.5973
21.7825,55.1382,1003.5599,68.5816,453.1021
36.4248,68.7538,1012.2159,73.1847,420.3379
13.3646,57.0484,1013.6820,69.3566,473.1631
29.7664,64.5657,1011.2249,62.6744,428.8499
19.4824,79.5127,1020.6590,87.6586,442.4730
18.4245,45.2139,1014.0791,69.0289,454.8772
18.3467,54.8156,1013.3845,77.8245,455.2475
28.6883,65.6196,1006.3109,56.5968,436.7167
6.4749,34.1302,1017.0415,88.3999,479.8427
25.8877,62.8097,1011.6898,63.4828,442.0512
19.1501,68.0797,1016.9730,83.7686,454.4876
22.1033,48.2630,1015.8556,70.9394,452.1474
17.3869,47.2305,1013.4812,71.3806,460.9940
32.0284,79.1598,1011.1745,46.3906,429.9664
24.4048,71.6734,999.8950,68.5017,446.4801
16.4404,44.2916,1024.5265,64.2862,465.6969
14.2154,37.1085,1023.6953,92.3907,468.6382
22.8856,62.3522,1020.4254,63.6661,451.2604
6.5195,26.4817,1008.4611,90.0898,482.8562
7.4991,31.5142,1017.1716,89.5234,483.6223
19.9765,46.5710,1011.9294,70.7663,454.3650
17.0957,57.2252,1015.0262,76.3248,450.0552
32.2620,71.6507,999.4780,55.8524,425.1988
14.4560,34.4194,1011.7916,71.6961,464.7079
22.2776,64.2909,1008.5394,67.6230,440.0735
34.7708,66.4161,1000.6532,71.2927,416.8744
17.4802,40.7730,1010.0841,68.3032,457.7373
25.3287,65.8329,1010.5866,59.8541,441.5282
15.8308,54.2735,1022.8500,61.3999,466.6539
23.3837,57.3577,1016.0757,57.8632,445.4137
26.5440,52.7287,1001.8420,83.8837,439.7857
23.5631,57.1706,1007.9189,74.7945,443.2232
12.3643,40.8790,1019.3763,106.7250,460.7256
12.6982,36.8330,1014.1738,62.2051,470.6534
17.4885,54.6797,1022.3147,68.6587,463.5561
19.9996,60.8621,1016.9246,63.1341,450.3400
22.6812,63.7695,1009.8464,71.4917,446.5846
23.8526,70.1347,1010.6880,54.3582,438.8423
12.9014,44.7155,1012.9906,85.5881,467.8377
8.3935,37.3618,1018.5039,82.1886,474.2170
27.1508,64.6040,1009.0956,65.0743,430.0484
16.1592,56.2645,1017.5715,71.4069,458.7206
18.2625,54.9368,1024.5757,59.8661,463.9534
13.8954,47.7707,1013.7332,78.4442,468.6510
31.6801,74.1551,1012.9337,47.4972,429.6772
25.6836,55.0030,1016.4105,32.8136,443.4063
17.8585,41.4276,1011.4646,83.2166,456.0570
16.8109,33.3359,1013.0446,71.4330,475.1942
21.2150,55.8221,1003.3329,92.4911,448.1725
14.2783,45.7574,1005.7213,98.6794,463.1707
13.3737,38.5057,1024.1092,55.5825,476.3755
25.4165,69.5135,1019.4782,53.1023,442.1369
21.6681,57.7797,1013.3269,58.6625,449.9774
26.1193,60.7117,1018.8519,39.0428,449.0814
22.6896,71.8969,1012.9672,79.7868,447.8061
7.2968,49.9749,1023.0433,90.1107,475.5239
12.8711,44.2999,1018.1705,55.3213,480.9693
20.9735,59.1413,1010.3273,69.8238,445.0108
19.2996,47.3442,1011.9912,68.1639,455.9958
13.8855,36.0411,1010.4906,64.8092,471.0436
-1.2753,18.1253,1031.3638,105.7839,502.1089
5.4771,42.9836,1010.7884,106.1174,482.1393
8.2912,34.2788,1018.5308,80.1061,475.5916
24.4978,62.3962,1013.9064,50.4469,445.6066
19.6515,47.9469,1014.9791,82.2097,458.7148
29.4603,63.9933,1015.8317,52.6822,435.3842
18.5632,49.3441,1016.8249,76.4116,456.3240
5.8798,23.4165,1023.0911,70.7595,484.6324
11.7811,50.0477,1015.3894,76.4342,465.9490
10.2041,36.5373,1016.5449,90.2157,479.9516
21.9766,58.5544,1004.0716,88.9131,452.6287
17.4491,45.1392,1020.8142,80.4543,461.3752
10.8204,29.1049,1020.1609,56.6120,484.3055
13.3300,48.1360,1015.5376,83.9036,469.2188
27.6161,64.0491,1010.3605,70.1370,428.0608
26.3140,48.1823,1018.9234,60.2056,444.5232
42.5485,93.3162,999.9086,52.6392,395.4748
17.3256,51.7649,1010.7551,63.8965,456.0175
13.0153,39.2443,1009.9497,82.7924,464.6246
16.2666,39.5866,1013.7371,90.5943,462.0308
23.9610,60.2236,1010.0590,84.8958,442.7316
20.6384,46.0734,1018.5599,70.3566,460.3095
8.6116,31.0542,1016.7755,75.0035,476.6255
23.9357,54.4721,1011.3921,56.4887,445.1785
18.4189,47.9421,1011.3704,63.2594,456.0210
19.2289,57.8326,1011.4147,89.2513,454.9890
18.7810,53.0758,1019.8162,79.0737,460.1512
16.2975,47.8076,1013.2700,68.5059,467.0276
18.6046,57.2982,1005.7525,82.9629,460.3875
13.1885,40.3904,1019.6431,77.8589,467.7686
23.3846,53.0407,1011.1404,47.3151,443.3453
18.1125,44.8148,1014.9744,67.5594,460.8074
26.1089,67.2786,1008.5034,72.8880,435.0309
26.7485,64.0301,1015.4374,58.8878,440.6437
9.2970,33.9003,1019.5723,93.0883,474.2898
22.0343,66.0327,1014.0343,69.6310,445.0584
19.3316,44.4639,1012.7529,57.2642,459.1103
23.2249,57.9672,1012.0519,72.2617,448.3879
23.8273,49.8025,1008.5905,52.1293,442.3600
27.7236,70.1409,1009.9065,52.4830,444.0128
25.6149,56.7008,1010.6981,52.4771,440.3582
36.7204,83.3084,1007.7858,56.6890,417.5799
17.1711,46.0988,1019.8081,73.8678,460.6693
19.4870,57.0085,1014.7985,80.1658,449.6123
7.7070,34.5496,1015.2559,104.3752,473.6679
27.1452,74.4331,1003.5124,87.9726,431.5191
23.1076,70.3067,1013.1616,70.8074,447.2238
20.0352,63.7816,1014.2273,68.2126,452.0124
20.0557,45.3338,1019.9805,61.8946,460.5110
22.0611,56.1351,1020.9231,62.7850,456.6309
26.5264,80.0444,1007.7361,77.8388,429.3330
33.1088,79.6811,1001.6673,75.7100,416.4457
-1.1743,29.2934,1031.8915,103.4443,499.6951
18.5137,42.0121,1005.3387,65.0560,458.6842
21.2774,65.5429,1014.2691,76.4946,444.9056
25.6679,52.4674,1002.2924,63.3109,436.5965
22.0663,58.1083,1017.6884,70.2371,446.9548
35.1561,78.4228,1004.6067,53.3461,419.1333
3.6973,27.3680,1018.0483,93.2151,491.4961
0.3518,33.8930,1030.1953,78.7484,492.9764
10.8632,38.8632,1016.7891,76.7527,476.2594
25.3104,71.1085,1011.7038,68.4040,443.0794
9.5779,43.0778,1017.6014,76.4258,482.9021
12.1546,45.4854,1017.2083,79.7736,477.6920
18.1622,48.2954,1016.5729,85.8330,465.5312
20.3386,46.5048,1012.6268,63.7411,456.6129
16.1065,51.7089,1009.3197,85.9556,461.3763
24.1644,61.8219,1010.1392,75.6560,441.1981
24.2731,64.1276,1002.5318,83.1453,436.3912
17.1036,44.6821,1020.3589,72.5584,458.1672
13.0715,44.3959,1014.2717,82.4383,473.3996
9.5020,43.9960,1015.1646,86.0879,475.1005
22.3749,37.9999,1014.8147,56.2472,451.7392
17.6649,47.0924,1013.5419,74.5353,462.1534
14.1093,39.3873,1011.9349,76.5594,470.6876
26.0938,70.8694,1016.1572,57.0379,447.4100
28.6083,65.9767,1010.2279,56.7603,432.8971
20.1383,51.1789,1008.4747,76.8248,454.1031
32.2345,77.0077,1008.9934,48.4036,427.6675
-0.1830,24.9727,1022.5538,79.3493,495.3941
22.2870,52.0360,1008.3653,81.8518,446.8988
24.4046,63.2548,1005.8535,66.8453,447.1211
10.5215,36.3234,1025.3790,91.1277,486.1598
26.5748,67.0740,1007.1663,68.0096,439.5437
24.9336,54.8743,1008.3697,42.2237,449.7807
8.3587,31.8839,1018.7626,69.2934,478.9393
19.2260,58.3668,1021.3115,83.4365,450.0481
20.1046,54.3318,1010.1254,76.2204,452.8410
21.5614,53.5084,1015.8401,66.3570,454.2290
25.3060,73.6499,1009.1766,69.9768,436.2056
14.3919,52.1035,1013.8192,81.5450,468.4819
24.2297,50.5921,1009.2298,47.9595,456.0349
11.1130,40.6788,1024.2927,57.7143,481.3874
13.1433,38.9775,1006.7344,82.1265,466.9881
34.6448,70.6000,1006.8231,50.5752,426.1355
15.0500,40.8584,1019.7619,97.5547,465.4563
16.1539,45.4896,1020.4459,75.9133,462.8245
10.0770,37.1984,1014.8892,72.2059,471.6601
19.7393,44.7822,1008.8335,58.7839,460.0059
21.1726,55.5823,1010.5969,68.1960,452.9921
22.3492,63.1273,1014.3321,90.3265,445.7551
15.8628,43.0623,1015.8736,79.0771,462.0020
13.1332,47.4749,1017.3869,72.4568,472.5003
13.1773,42.9764,1019.6928,71.3613,479.3112
22.0422,48.0396,1007.1384,79.6390,447.2911
20.7153,57.7787,1012.7133,61.0256,447.6915
20.7946,68.6070,1015.1245,74.0928,444.7182
24.2498,59.0658,1014.3313,59.7444,446.6407
18.1267,62.6782,1022.0034,68.9561,450.5856
19.4210,59.9640,1028.0393,77.7297,451.5614
26.6277,65.5807,1016.2412,52.1897,436.8311
20.3782,52.4369,1008.7082,58.5627,457.1078
24.3681,64.9250,1013.2900,74.9124,446.8727
19.1565,53.0558,1012.0791,87.7367,451.3337
15.8412,41.3303,1018.5162,85.1304,461.5011
33.1012,77.7681,1019.7592,64.2925,420.9124
30.6324,65.9848,1010.5889,47.2669,440.1365
19.7211,48.6445,1013.9569,61.4829,456.9686
28.5847,63.4490,1013.4070,71.0655,443.6348
23.3458,54.8565,1008.8674,60.6893,447.8698
22.2908,53.3635,1008.7421,75.6217,444.9432
22.0134,52.8878,1019.8432,64.1750,453.6371
26.4211,54.1457,1013.0357,63.0630,432.4270
2.6006,34.3396,1017.6570,89.8339,488.2838
17.4578,60.8571,1022.6689,61.0001,456.2755
9.7950,28.0737,1016.7093,81.4408,481.2796
13.3610,36.1630,1013.0472,83.1004,466.6660
17.2019,45.1744,1015.2237,69.3371,458.3900
14.0893,51.2536,1012.6041,88.2080,471.2411
16.7823,43.1679,1009.0609,85.3044,458.7741
35.2863,81.7247,1011.8277,51.5394,422.5810
11.4779,39.9891,1019.9465,77.9192,473.1801
31.3059,80.5441,1011.9461,40.3789,428.1016
11.2907,32.0881,1018.7514,90.3883,476.9476
20.7265,51.1032,1014.6068,48.8288,458.5195
26.0532,63.0454,1014.6507,80.1356,438.5577
10.4416,40.2008,1008.4930,93.8237,475.9312
22.3391,52.2309,1010.9631,59.4200,449.7613
13.8799,46.4840,1013.8675,81.8018,473.2052
24.5740,59.4744,1010.1068,81.3200,438.0978
21.8379,62.3000,1006.5074,76.4068,450.8871
17.0779,58.9755,1014.4103,57.1497,465.2564
6.2237,45.3489,1024.7921,80.7797,486.5998
28.9057,63.9141,1009.4419,56.9659,445.3560
29.5010,60.4272,1018.8771,53.8095,432.4831
18.5142,55.6127,1012.9669,71.2924,457.9998
0.0278,33.8239,1025.8951,102.8351,495.6267
17.2476,55.2196,1009.2627,92.7607,461.9461
17.6757,46.3151,1009.2001,80.8190,457.1842
15.1812,46.9718,1011.6630,86.4348,455.2835
22.6134,58.6732,1003.0532,68.2525,443.8538
23.0400,76.2039,1017.1786,58.4666,447.0867
21.6579,53.6588,1023.9651,78.0005,447.3085
22.5721,62.6904,1012.3267,64.6848,451.1734
17.6225,48.7375,1004.5552,75.0567,457.8316
21.6274,57.4470,1007.5882,90.7372,436.2389
24.7204,60.1544,1019.9754,49.9494,450.3804
37.1127,82.8279,1002.2956,45.8077,418.0767
15.4976,35.9266,1022.4918,71.8028,460.9338
36.6249,81.6676,1014.4455,54.7155,419.1595
18.4963,56.5785,1018.4093,73.9125,450.5104
13.1090,48.6431,1024.9860,87.2743,465.3603
15.5810,50.7009,1009.1713,85.2391,456.5840
22.9394,65.3272,1007.0511,92.5494,445.3945
11.4611,50.8745,1016.6572,91.1721,463.5966
17.9661,62.5722,1017.5998,75.9296,459.3057
19.1238,53.3941,1018.6105,84.2967,448.6233
23.5225,63.7724,1009.4856,76.8225,442.3379
3.9168,40.5524,1023.1785,107.3592,474.2011
25.1685,70.1608,1017.4533,69.6581,435.5277
34.4498,69.9283,1010.8525,52.8650,421.5152
21.7280,54.9144,1021.2352,69.3537,449.0348
24.2296,65.6019,1011.6342,78.9373,440.7385
31.0998,60.2023,1010.1912,52.7027,429.9818
4.5533,30.3876,1015.9630,91.3592,483.1728
19.0678,43.4403,1015.4425,65.6486,470.7045
16.7716,45.6877,1015.5858,71.6924,470.0289
21.7490,48.3199,1020.0206,61.5500,445.2934
23.3100,67.3230,1012.9944,75.5755,441.6202
24.1027,64.9559,1008.2475,76.1477,442.6874
22.3789,49.3393,1009.4525,74.4786,446.0388
17.9390,50.7066,1008.8558,75.4149,456.8133
9.7488,25.8921,1015.1710,77.1501,478.5830
17.0670,56.1458,1021.2113,68.5576,460.5923
14.2182,73.7095,1018.0321,62.9301,455.3191
18.4462,56.4611,1005.4472,74.3521,456.2758
7.8249,43.2523,1024.0459,83.8405,482.3536
20.9047,62.6133,1007.5571,59.0054,449.0691
19.9656,50.8791,1011.8712,93.4742,448.4099
10.2391,39.0782,1007.6811,75.3907,474.9384
31.1322,65.3740,1004.0252,55.2239,427.9152
28.7802,52.7003,1012.8463,36.0142,435.9351
17.4775,44.0481,1020.6117,77.3471,462.9997
21.9039,68.1686,1016.9785,72.3380,448.4151
17.9946,45.5157,1011.8615,60.2411,465.1243
10.6300,51.9727,1018.4976,84.4485,465.5344
22.4738,60.9543,1023.8773,69.9368,450.0561
14.0867,42.0336,1021.8658,72.1320,464.3718
14.9708,41.6726,1022.1334,68.7751,472.8582
8.2010,51.5308,1015.9999,71.6883,490.6532
15.2255,42.8562,1019.6477,78.4147,465.2374
29.8106,71.0685,1007.7273,83.0401,424.3132
7.9477,40.8906,1024.0147,78.5195,483.3250
23.7599,63.0154,1017.9264,64.3149,449.1728
22.6472,65.3423,1002.7125,90.0053,439.6888
16.9521,59.6176,1010.7862,96.1327,442.9202
32.5211,82.6657,1006.7058,66.3712,423.1931
14.3753,51.4857,1016.4727,73.0990,465.1950
17.7134,51.7744,1001.9984,85.1083,457.0757
17.0121,37.4540,1012.6813,91.4263,464.3028
8.6862,30.7295,1019.7292,72.6936,484.5293
25.7027,72.3112,1010.5473,60.1927,435.0768
16.9776,63.0302,1008.1734,88.6464,456.3021
15.3200,46.1146,1009.3612,97.5663,460.2711
6.2588,36.0095,1024.4413,77.6733,482.9116
13.6853,55.9613,1023.2038,85.1236,463.8589
22.9466,56.3673,1014.4244,68.4702,441.0918
11.4199,28.3088,1020.8905,78.8104,483.2253
7.8262,40.5476,1012.8200,117.0901,472.5445
15.1310,44.0905,1016.4361,84.3708,463.4382
29.4049,69.6134,998.7329,64.3416,430.7794
31.8318,74.0889,1005.0867,58.2014,427.4802
17.6504,63.5665,1021.8125,90.4558,450.5919
14.8993,37.6140,1012.5732,82.0984,466.7137
20.4696,62.4867,1008.2563,80.6733,456.2004
22.0641,57.0899,1013.5641,81.0739,445.6556
28.3274,65.4080,1012.4149,38.0540,440.7123
19.9478,47.3265,1016.6750,68.5584,458.7359
21.0757,51.6482,1015.8730,64.9164,448.8790
20.6474,47.9095,1008.0636,83.6043,460.1272
20.7556,47.8601,1013.1579,61.2391,450.2739
16.5749,44.9097,1006.9129,71.4093,465.6578
-1.4638,18.3565,1012.9306,85.9235,504.9815
10.3522,34.4618,1007.9448,98.9357,472.4529
11.6433,36.3501,1025.3931,58.6379,476.7930
25.5651,71.1241,1008.1442,83.0024,441.5786
10.7709,37.2724,1015.8206,90.9004,471.0917
18.4359,47.2735,1019.1734,71.2245,463.9364
23.9069,42.7546,1001.2096,50.9949,452.4706
24.2316,60.5096,1012.1509,69.1423,438.5105
15.4956,39.1586,1015.2267,59.2286,474.6008
13.4506,38.4788,1021.4125,67.7789,470.6791
20.8345,56.3416,1012.9225,72.5226,455.3101
38.0397,71.8450,998.0207,48.5297,423.3002
9.9748,43.0088,1014.7143,82.8248,469.9766
25.6210,64.2679,1008.6446,77.1431,438.1086
30.4027,78.6038,1009.4391,74.0149,422.9218
23.3321,53.2972,1007.6727,54.7050,450.6910
11.8225,39.7226,1019.2944,87.7781,475.4379
26.5861,66.2695,1016.2310,71.5716,443.1567
15.5207,50.6302,1023.5531,69.2057,463.6485
21.2607,62.9943,1008.0442,47.3798,455.9392
11.1877,41.1332,1015.6414,79.7604,481.4069
13.9183,51.7685,1015.6136,66.8450,461.1861
12.2261,50.6798,1017.1547,90.3504,464.5605
14.7352,39.7727,1021.3313,84.5768,467.9766
27.6054,60.4961,1006.0704,63.9254,440.1888
25.7534,73.1094,1015.5968,78.5261,439.2345
23.5671,67.6276,1021.4528,72.7032,450.4396
15.8441,43.7838,1016.4446,71.6311,470.6882
7.4215,28.1402,1016.2719,75.6717,483.5596
23.9707,51.3162,1021.7389,70.6382,440.2227
15.0115,56.9989,1026.8857,83.0831,464.6894
16.0127,51.0846,1009.1309,74.3685,458.7916
9.1726,41.2729,1025.5984,69.1868,482.2006
24.6359,57.9216,1010.6679,65.7908,444.7893
10.8988,46.1431,1014.3687,89.7002,470.2254
11.6022,37.9395,1018.8411,86.7552,463.3592
11.6841,44.2306,1019.5975,84.0794,472.6766
24.0811,65.2829,1004.6797,61.7320,446.7241
22.7255,54.2755,1016.2315,47.1754,451.4591
21.5047,50.5458,1008.3236,58.5825,454.3653
30.9688,66.5364,1013.2326,55.0654,437.6989
25.9351,65.5599,1007.5702,63.5449,441.7023
14.1808,30.8970,1009.8042,82.3387,471.0284
16.2689,51.0793,1009.6407,81.2258,465.9519
18.9356,50.7513,1008.9445,91.3009,442.8187
11.5158,45.2817,1017.7128,92.9845,464.8044
15.9520,52.8282,1016.4464,85.1722,465.1885
8.1822,44.6765,1015.7104,86.4900,472.0736
27.4998,61.0926,1015.0060,72.4879,444.9484
12.2118,35.5808,1016.9718,89.9621,466.2770
24.1068,60.4941,1024.0960,49.5106,447.7330
23.8620,53.0992,1007.1090,56.9207,452.2004
13.4791,56.6686,1013.2022,96.6738,468.2739
8.9089,41.5678,1018.3115,101.3914,473.5020
10.3594,35.4873,1012.3266,66.8738,472.6316
10.9063,44.7909,1012.2465,90.0548,471.7956
31.6241,68.5870,1009.7823,55.5206,431.6440
10.1588,43.9839,1021.6839,90.6283,483.2486
21.9204,48.3671,1012.8168,72.7747,449.7075
16.6055,57.2283,1014.6891,82.0456,457.5711
23.7192,75.6384,1011.3665,70.8374,446.7109
11.2956,51.2637,1015.2518,84.3615,474.8504
30.0223,74.7156,1012.0950,50.5484,425.7897
10.3518,36.7319,1014.5144,93.2871,479.9585
22.7688,72.4734,1010.9647,99.2850,442.6420
13.4188,40.2993,1010.1354,93.1382,460.9010
18.8096,68.0301,1021.1609,75.3243,450.3491
15.0936,50.0754,1008.6074,82.0442,464.1792
22.6043,62.3113,1019.6908,63.0345,451.2730
5.0430,34.0457,1026.0424,100.5476,486.3310
11.0316,49.6177,1003.7258,86.9491,476.1610
