ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452624,26710,2452697,199837,3230705,23245,6985,215525,2349977,211286,3545,195285,151,33,2,15,1208,21960211,6,70.05,156.21,24.99,787.32,149.94,420.30,937.26,9.95,25.48,468.60,124.46,134.41,593.06,603.01,-295.84
2452622,32883,2452704,145563,8818548,478603,1411,80666,2943950,500783,1984,2774392,786,24,2,3,991,58508170,94,27.50,41.25,34.23,659.88,3217.62,2585.00,3877.50,64.35,0.00,155.10,3217.62,3281.97,3372.72,3437.07,632.62
2452469,77599,2452537,81093,8619186,1206731,4323,2147068,10519913,1552611,2150,5173342,2995,54,12,9,966,36750363,79,74.17,172.81,119.23,4232.82,9419.17,5859.43,13651.99,847.72,0.00,4914.59,9419.17,10266.89,14333.76,15181.48,3559.74
2452451,70396,2452452,15000,1746677,1861530,5183,1054083,6179080,1825905,6289,4302742,865,45,10,12,754,50921770,58,44.94,79.09,68.01,642.64,3944.58,2606.52,4587.22,0.00,0.00,458.20,3944.58,3944.58,4402.78,4402.78,1338.06
2452228,17784,2452302,187717,6598045,893200,1155,3050710,10122582,1516391,4975,320930,13,7,7,7,247,43494073,63,34.42,37.51,35.63,118.44,2244.69,2168.46,2363.13,202.02,0.00,637.56,2244.69,2446.71,2882.25,3084.27,76.23
2450886,55629,2450962,13970,11606770,1915432,6141,37650,7404354,1734495,5330,440039,128,32,8,13,811,53781432,49,71.58,84.46,42.23,2069.27,2069.27,3507.42,4138.54,41.38,0.00,1323.98,2069.27,2110.65,3393.25,3434.63,-1438.15
2451665,33342,2451703,69821,8851371,1371683,4348,2864660,8417366,1107240,702,1226614,301,13,11,11,571,23274145,26,12.25,21.31,8.31,338.00,216.06,318.50,554.06,17.28,0.00,249.08,216.06,233.34,465.14,482.42,-102.44
2451910,68648,2451943,40529,1612588,567490,5239,5647788,2704854,1375437,6541,1372290,245,47,1,10,399,55463524,26,35.08,98.57,82.79,410.28,2152.54,912.08,2562.82,0.00,0.00,307.32,2152.54,2152.54,2459.86,2459.86,1240.46
2452518,64801,2452601,236293,11427173,603566,4759,2488352,2365485,1310260,731,4569924,733,43,16,17,1118,36616886,84,13.59,23.51,18.80,395.64,1579.20,1141.56,1974.84,63.16,0.00,966.84,1579.20,1642.36,2546.04,2609.20,437.64
2451189,46586,2451293,208759,3201821,1529605,1836,5456820,10473982,149451,3019,2635603,562,1,11,12,1100,3430587,83,60.80,99.71,88.74,910.51,7365.42,5046.40,8275.93,386.68,1841.35,330.34,5524.07,5910.75,5854.41,6241.09,477.67
2451835,9848,2451913,293905,6670921,149811,1948,1156838,10076865,108676,1155,1460492,547,25,20,16,1419,29343773,30,51.31,54.90,30.19,741.30,905.70,1539.30,1647.00,9.78,742.67,625.80,163.03,172.81,788.83,798.61,-1376.27
2451149,66960,2451199,238612,718443,931633,2776,3485119,8566466,1652117,4595,1346138,2161,25,6,15,251,10120319,33,36.91,72.71,26.90,1511.73,887.70,1218.03,2399.43,8.87,0.00,191.73,887.70,896.57,1079.43,1088.30,-330.33
2452232,17757,2452236,129715,2508786,1771717,6648,5370826,8752737,1284207,3619,3875350,2917,45,10,19,121,24339498,22,12.56,24.61,7.87,368.28,173.14,276.32,541.42,3.46,0.00,232.76,173.14,176.60,405.90,409.36,-103.18
2451495,60847,2451568,288304,2555419,1679063,4660,5259857,2540399,1228817,1448,5037892,685,1,1,10,379,2155451,100,85.80,242.81,46.13,19668.00,4613.00,8580.00,24281.00,276.78,0.00,6313.00,4613.00,4889.78,10926.00,11202.78,-3967.00
2450935,79866,2450967,244132,3430385,108859,933,5245007,10841254,74122,3629,1664503,376,10,11,2,933,49969370,2,73.52,173.50,5.20,336.60,10.40,147.04,347.00,0.31,0.00,34.70,10.40,10.71,45.10,45.41,-136.64
2451509,41309,2451620,157640,3312852,389319,3386,480206,7945862,246935,4360,531227,2042,7,15,8,1121,28122208,71,16.03,45.04,19.81,1791.33,1406.51,1138.13,3197.84,98.45,0.00,1502.36,1406.51,1504.96,2908.87,3007.32,268.38
2451465,40624,2451480,186206,4267411,1239632,6606,5761227,11897796,1436179,1890,1580864,931,22,15,6,1444,37601009,10,54.10,57.34,33.83,235.10,338.30,541.00,573.40,3.38,0.00,80.20,338.30,341.68,418.50,421.88,-202.70
2451141,8228,2451203,221140,3366412,1757362,7065,4599615,4329922,45399,5971,588121,908,22,11,2,920,12955919,33,88.97,95.19,42.83,1727.88,1413.39,2936.01,3141.27,10.74,1144.84,565.29,268.55,279.29,833.84,844.58,-2667.46
2452235,66607,2452276,115391,780384,1850236,88,1155540,3641186,526982,4649,4172101,1179,33,20,8,103,34341728,4,27.56,36.93,8.86,112.28,35.44,110.24,147.72,2.48,0.00,2.92,35.44,37.92,38.36,40.84,-74.80
2451643,56285,2451744,95141,8539533,413386,5992,498245,10136369,288298,5310,637116,1921,20,2,16,350,1005097,72,44.49,104.99,79.79,1814.40,5744.88,3203.28,7559.28,517.03,0.00,3098.88,5744.88,6261.91,8843.76,9360.79,2541.60
2451775,41570,2451827,105151,11354568,1383943,4165,1085987,11031181,656702,4606,3738781,79,23,8,9,643,44082955,85,93.65,125.49,87.84,3200.25,7466.40,7960.25,10666.65,125.43,5898.45,852.55,1567.95,1693.38,2420.50,2545.93,-6392.30
2452396,16378,2452443,42163,4980933,781158,5030,2326855,7072403,638995,6377,960202,2808,24,2,11,7,18434678,66,9.67,14.98,0.89,929.94,58.74,638.22,988.68,5.28,0.00,395.34,58.74,64.02,454.08,459.36,-579.48
2451134,44577,2451211,100598,3052188,1374746,2551,3702356,4337825,1186313,3724,4397129,2416,43,10,4,1311,56461604,93,8.40,8.56,1.11,692.85,103.23,781.20,796.08,3.09,0.00,174.84,103.23,106.32,278.07,281.16,-677.97
2451112,54161,2451125,84469,7683515,1268552,2036,1059873,5635869,1524208,1831,3884115,818,44,16,9,62,9779695,42,41.75,41.75,35.07,280.56,1472.94,1753.50,1753.50,44.18,0.00,52.50,1472.94,1517.12,1525.44,1569.62,-280.56
2452600,13322,2452692,126805,8890408,955355,3949,1440896,2994502,593688,3031,1163978,1567,48,17,10,1370,10570757,66,9.24,13.12,1.18,788.04,77.88,609.84,865.92,3.89,0.00,207.24,77.88,81.77,285.12,289.01,-531.96
2451786,44674,2451858,125233,9143899,358569,2486,1817156,8347916,1625572,5613,4220283,716,31,14,18,862,22805539,3,14.45,38.58,8.87,89.13,26.61,43.35,115.74,2.39,0.00,3.45,26.61,29.00,30.06,32.45,-16.74
2451361,73287,2451443,233414,6959051,1053113,4422,489684,4292986,431177,5917,4035979,692,13,16,7,285,3876291,57,90.71,115.20,73.72,2364.36,4202.04,5170.47,6566.40,84.04,0.00,1641.60,4202.04,4286.08,5843.64,5927.68,-968.43
2452204,15450,2452219,79229,7546914,720696,3725,711554,7546914,720696,3725,711554,2859,9,9,15,88,38620035,9,64.24,125.91,91.91,306.00,827.19,578.16,1133.19,74.44,0.00,543.87,827.19,901.63,1371.06,1445.50,249.03
2451439,34080,2451551,202166,9377390,341200,6163,2587573,5052987,197389,156,1362366,1354,7,2,14,1306,20580477,74,59.49,129.68,72.62,4222.44,5373.88,4402.26,9596.32,268.69,0.00,2206.68,5373.88,5642.57,7580.56,7849.25,971.62
2452464,72978,2452511,33105,3011711,1042552,4946,2200140,1611838,904640,1016,4773810,2142,27,17,17,1110,17055471,45,27.03,42.16,26.56,702.00,1195.20,1216.35,1897.20,23.90,0.00,607.05,1195.20,1219.10,1802.25,1826.15,-21.15
2451014,75626,2451051,276322,8114641,20613,985,164910,7336389,414962,426,1393151,848,52,4,17,1483,21993874,16,90.62,154.05,41.59,1799.36,665.44,1449.92,2464.80,6.65,0.00,887.20,665.44,672.09,1552.64,1559.29,-784.48
2451552,35228,2451569,17252,6859762,830438,3161,4779437,363725,1739884,5959,3661435,2594,14,5,5,585,26598545,75,7.30,11.75,0.35,855.00,26.25,547.50,881.25,0.00,7.61,396.00,18.64,18.64,414.64,414.64,-528.86
2451816,48121,2451919,36083,616770,6960,3997,3519434,10410448,182160,6898,3733888,1658,14,14,6,1298,21356888,99,52.08,120.30,96.24,2381.94,9527.76,5155.92,11909.70,381.11,0.00,1309.77,9527.76,9908.87,10837.53,11218.64,4371.84
2451968,39360,2452056,62407,2244330,1455140,3550,2869207,5085107,481596,4837,2390847,2433,53,3,6,789,5025162,3,22.18,38.59,16.59,66.00,49.77,66.54,115.77,1.99,0.00,1.14,49.77,51.76,50.91,52.90,-16.77
2452573,33595,2452597,195393,4756350,1316127,4704,3795328,10741258,1058716,7106,4686083,265,37,20,10,1407,34596303,74,59.12,172.03,34.40,10184.62,2545.60,4374.88,12730.22,91.64,1400.08,1654.64,1145.52,1237.16,2800.16,2891.80,-3229.36
2451160,26185,2451262,87248,5508175,197669,763,1634610,11898919,273212,2292,4297739,181,38,2,11,580,19911503,53,17.58,23.73,20.40,176.49,1081.20,931.74,1257.69,21.62,0.00,527.88,1081.20,1102.82,1609.08,1630.70,149.46
2451034,9474,2451132,161494,9464709,107803,2097,1481991,6194827,221650,3273,4838367,1582,50,16,8,680,12743017,22,28.17,63.94,35.80,619.08,787.60,619.74,1406.68,31.50,0.00,140.58,787.60,819.10,928.18,959.68,167.86
2452174,38394,2452223,298209,6526180,1366800,6267,3025734,3367622,943733,488,4186355,2803,39,14,20,1466,10322972,97,33.44,95.97,34.54,5958.71,3350.38,3243.68,9309.09,0.00,1474.16,3257.26,1876.22,1876.22,5133.48,5133.48,-1367.46
2452634,10122,2452660,32065,4796260,1696590,5720,5858050,4524442,1453519,3040,1273770,2187,13,17,15,1253,6245104,44,91.91,98.34,91.45,303.16,4023.80,4044.04,4326.96,0.00,0.00,432.52,4023.80,4023.80,4456.32,4456.32,-20.24
2452202,66793,2452244,133993,3626725,651147,5169,663991,3703686,856535,2857,2713679,103,51,17,16,135,13134959,24,31.39,93.54,34.60,1414.56,830.40,753.36,2244.96,58.12,0.00,897.84,830.40,888.52,1728.24,1786.36,77.04
2451390,69482,2451495,22300,10986940,1200703,2466,3914629,73512,560018,2765,1968528,121,1,7,10,246,52504941,14,50.39,102.29,37.84,902.30,529.76,705.46,1432.06,15.25,275.47,171.78,254.29,269.54,426.07,441.32,-451.17
2451804,54495,2451910,190673,451589,224093,3797,2454701,11700202,836967,3413,5125517,1819,26,8,7,746,38042154,76,71.59,164.65,70.79,7133.36,5380.04,5440.84,12513.40,161.40,0.00,2127.24,5380.04,5541.44,7507.28,7668.68,-60.80
2451116,82419,2451178,132272,6298957,151195,3433,3662071,2860573,337742,5185,4146223,80,49,2,6,363,14953131,23,90.12,220.79,158.96,1422.09,3656.08,2072.76,5078.17,0.00,146.24,1726.38,3509.84,3509.84,5236.22,5236.22,1437.08
2451052,69681,2451138,121286,6846974,1298098,1669,4722393,10747560,556023,659,3545383,1550,44,18,9,1400,32157068,15,21.65,58.02,12.76,678.90,191.40,324.75,870.30,15.31,0.00,348.00,191.40,206.71,539.40,554.71,-133.35
2452388,34127,2452485,6685,3212092,1204920,2101,1057329,1034172,35093,1766,2012194,463,45,12,9,1119,23870561,100,29.63,54.51,37.61,1690.00,3761.00,2963.00,5451.00,112.83,0.00,2398.00,3761.00,3873.83,6159.00,6271.83,798.00
2452621,25514,2452662,10533,7856156,176283,1657,4565784,8172939,313525,1012,350739,162,37,5,7,1489,48471195,37,54.22,93.25,90.45,103.60,3346.65,2006.14,3450.25,0.00,3011.98,172.42,334.67,334.67,507.09,507.09,-1671.47
2452368,37348,2452399,193626,4769713,610406,4346,873839,652069,514912,1612,5335105,507,12,9,10,1311,24282568,60,46.97,85.95,6.87,4744.80,412.20,2818.20,5157.00,0.61,350.37,2011.20,61.83,62.44,2073.03,2073.64,-2756.37
2450902,22627,2450975,295570,392263,845220,224,4925981,6532009,1350474,1299,4626703,2440,25,16,20,891,26232512,35,66.94,180.73,72.29,3795.40,2530.15,2342.90,6325.55,75.90,0.00,126.35,2530.15,2606.05,2656.50,2732.40,187.25
2451887,69991,2451979,297871,8716376,1059094,2965,1488883,5864875,146023,4590,1680108,1088,35,14,12,1370,21825739,25,69.56,75.82,37.15,966.75,928.75,1739.00,1895.50,65.01,0.00,530.50,928.75,993.76,1459.25,1524.26,-810.25
2452099,72106,2452132,277297,10969616,918032,4495,3904558,4878741,819684,653,828716,339,41,16,16,889,28797279,19,95.32,162.04,157.17,92.53,2986.23,1811.08,3078.76,119.44,0.00,1323.73,2986.23,3105.67,4309.96,4429.40,1175.15
2452497,22035,2452570,166722,3750298,1089614,1377,2578740,1154125,28215,429,2844545,295,6,3,7,1438,22915114,32,3.82,10.77,6.78,127.68,216.96,122.24,344.64,17.35,0.00,82.56,216.96,234.31,299.52,316.87,94.72
2451652,59882,2451675,146219,2553094,1847819,2191,1902963,2553094,1847819,2191,1902963,1657,25,2,2,982,2442294,67,66.24,146.39,81.97,4316.14,5491.99,4438.08,9808.13,219.67,0.00,2941.97,5491.99,5711.66,8433.96,8653.63,1053.91
2451559,27617,2451622,287144,4486964,400901,2391,4166728,9500863,63669,4092,83982,505,26,15,16,437,40983612,56,85.09,92.74,37.09,3116.40,2077.04,4765.04,5193.44,124.62,0.00,51.52,2077.04,2201.66,2128.56,2253.18,-2688.00
2452213,75934,2452227,142747,4449568,778707,1893,3221079,2726567,69113,590,5927329,935,27,7,13,819,58504669,4,13.80,36.57,34.37,8.80,137.48,55.20,146.28,10.99,0.00,39.48,137.48,148.47,176.96,187.95,82.28
2452156,78390,2452224,121461,3644403,1911682,114,4077346,1814278,655787,1042,4826721,2425,15,18,14,1383,19369772,65,24.69,40.98,36.47,293.15,2370.55,1604.85,2663.70,111.17,782.28,52.65,1588.27,1699.44,1640.92,1752.09,-16.58
2451527,15542,2451584,21556,1936846,1229347,5048,3013902,2990254,201254,3405,2277859,836,50,17,9,1228,15485678,83,59.31,107.94,106.86,89.64,8869.38,4922.73,8959.02,88.69,0.00,447.37,8869.38,8958.07,9316.75,9405.44,3946.65
2451346,72398,2451387,4528,3862584,1743747,2863,5880026,3862584,1743747,2863,5880026,290,19,11,7,296,45450464,94,46.38,75.13,60.10,1412.82,5649.40,4359.72,7062.22,112.98,0.00,211.50,5649.40,5762.38,5860.90,5973.88,1289.68
2451083,23621,2451130,210038,1286298,1470905,3065,3076825,7299577,1041014,2905,2152665,500,40,16,15,934,37780030,85,41.81,88.21,14.11,6298.50,1199.35,3553.85,7497.85,23.98,0.00,1723.80,1199.35,1223.33,2923.15,2947.13,-2354.50
2450841,24977,2450873,229138,4985987,1891471,5755,4510439,4985987,1891471,5755,4510439,2929,49,6,10,294,4342173,94,27.04,51.10,43.94,673.04,4130.36,2541.76,4803.40,165.21,0.00,1680.72,4130.36,4295.57,5811.08,5976.29,1588.60
2451229,21325,2451296,106508,1293630,1887880,1683,1281886,2925436,1829073,5695,3954698,1756,34,19,2,632,16492935,19,54.08,111.40,99.14,232.94,1883.66,1027.52,2116.60,37.67,0.00,592.61,1883.66,1921.33,2476.27,2513.94,856.14
2452541,48623,2452590,6505,10752671,1066910,5949,5409788,10752671,1066910,5949,5409788,1176,39,8,8,241,32838258,57,76.94,132.33,31.75,5733.06,1809.75,4385.58,7542.81,36.19,0.00,980.40,1809.75,1845.94,2790.15,2826.34,-2575.83
2451822,20829,2451935,178346,9664272,1711895,3871,1491494,4192291,527035,2716,938692,565,17,9,12,555,4938862,12,91.43,197.48,21.72,2109.12,260.64,1097.16,2369.76,20.85,0.00,1137.48,260.64,281.49,1398.12,1418.97,-836.52
2451256,48631,2451280,282968,10810734,1840420,4506,3814992,7934423,1705356,4403,3003689,2149,52,12,7,1369,55322282,97,73.75,219.03,146.75,7011.16,14234.75,7153.75,21245.91,427.04,0.00,7223.59,14234.75,14661.79,21458.34,21885.38,7081.00
2452520,71393,2452591,210043,3032805,1897977,5996,4936768,353594,1009374,5531,3647503,1479,39,14,1,61,26231231,64,29.57,52.33,36.10,1038.72,2310.40,1892.48,3349.12,138.62,0.00,568.96,2310.40,2449.02,2879.36,3017.98,417.92
2451084,47354,2451149,205969,6408899,1439902,4152,3998355,8082510,1820192,1058,1923708,2953,1,10,20,923,12879753,40,18.17,41.42,1.65,1590.80,66.00,726.80,1656.80,0.66,0.00,513.60,66.00,66.66,579.60,580.26,-660.80
2450880,74594,2450891,237710,10919527,942477,4180,3207930,9543847,228956,3533,3270036,988,50,20,9,1038,29178810,98,64.62,191.27,170.23,2061.92,16682.54,6332.76,18744.46,834.12,0.00,5435.08,16682.54,17516.66,22117.62,22951.74,10349.78
2451517,79390,2451576,123886,6739124,1006345,1119,3626740,1129554,62187,403,2788424,2269,25,10,11,112,36619797,62,15.43,24.68,17.27,459.42,1070.74,956.66,1530.16,96.36,0.00,321.16,1070.74,1167.10,1391.90,1488.26,114.08
2451536,63859,2451607,253498,828986,1483825,1864,565950,10037014,1502016,514,387353,1096,43,14,10,1259,23623725,40,55.44,153.56,66.03,3501.20,2641.20,2217.60,6142.40,20.60,1611.13,982.40,1030.07,1050.67,2012.47,2033.07,-1187.53
2451699,24837,2451801,268687,11069975,1710919,5910,502501,10425156,1459382,5427,756771,2927,37,7,12,710,20518835,98,93.03,102.33,56.28,4512.90,5515.44,9116.94,10028.34,330.92,0.00,4211.06,5515.44,5846.36,9726.50,10057.42,-3601.50
2451140,15240,2451226,167930,8404293,435017,1741,4015312,3231974,25832,5531,335455,2090,8,2,20,698,8013864,18,77.14,114.16,62.78,924.84,1130.04,1388.52,2054.88,79.10,0.00,41.04,1130.04,1209.14,1171.08,1250.18,-258.48
2451625,37684,2451638,15656,1626528,1332060,4345,2810230,1626528,1332060,4345,2810230,523,47,1,4,267,47476493,30,28.61,60.08,44.45,468.90,1333.50,858.30,1802.40,52.00,466.72,702.90,866.78,918.78,1569.68,1621.68,8.48
2452228,62232,2452246,75641,4316741,1064529,4317,3123305,3474681,1842081,2316,3015704,1791,47,9,12,1322,18733398,61,42.48,46.72,4.67,2565.05,284.87,2591.28,2849.92,0.05,279.17,569.74,5.70,5.75,575.44,575.49,-2585.58
2451418,39034,2451426,127645,6036552,754964,3776,4920941,4948708,1916295,3377,5261342,808,40,10,9,868,6095913,27,37.98,71.02,9.23,1668.33,249.21,1025.46,1917.54,19.93,0.00,594.27,249.21,269.14,843.48,863.41,-776.25
2451172,22354,2451244,224959,11163613,1049080,594,799661,7653786,311865,2109,2636823,326,8,9,5,594,59993135,59,78.65,193.47,187.66,342.79,11071.94,4640.35,11414.73,0.00,664.31,2967.70,10407.63,10407.63,13375.33,13375.33,5767.28
2452208,36391,2452217,206915,5740312,1817973,787,1685201,8663498,617210,6090,4450504,901,41,6,7,1321,183628,48,14.25,28.50,5.41,1108.32,259.68,684.00,1368.00,2.59,0.00,615.36,259.68,262.27,875.04,877.63,-424.32
2452144,36151,2452191,107253,9993731,1066166,4201,570236,665372,1558313,5494,4521929,1441,21,16,20,1424,15783582,71,53.05,105.56,65.44,2848.52,4646.24,3766.55,7494.76,278.77,0.00,2548.19,4646.24,4925.01,7194.43,7473.20,879.69
2450909,60980,2451017,65210,7584522,420205,1935,90065,10036514,1187819,2008,4441691,2536,34,17,18,532,6286247,28,59.09,66.18,41.69,685.72,1167.32,1654.52,1853.04,11.67,0.00,648.48,1167.32,1178.99,1815.80,1827.47,-487.20
2452585,35396,2452605,76225,6820925,1489077,6029,1584581,6820925,1489077,6029,1584581,591,31,6,1,609,28767505,83,63.24,176.43,169.37,585.98,14057.71,5248.92,14643.69,0.00,0.00,292.16,14057.71,14057.71,14349.87,14349.87,8808.79
2452614,33490,2452649,18145,10468368,1311378,2035,778645,9775356,1624781,6969,3514779,2424,18,18,1,924,32944287,16,72.69,143.92,84.91,944.16,1358.56,1163.04,2302.72,122.27,0.00,322.24,1358.56,1480.83,1680.80,1803.07,195.52
2451890,69091,2451952,199439,2420217,1616297,2424,264904,9714584,685330,5944,4079624,2696,50,16,16,476,37079162,98,24.41,49.06,28.94,1971.76,2836.12,2392.18,4807.88,255.25,0.00,0.00,2836.12,3091.37,2836.12,3091.37,443.94
2452624,10810,2452707,294379,4323475,1737190,1658,1734573,5928383,1696187,424,626939,939,3,1,13,245,58933340,27,65.07,87.19,30.51,1530.36,823.77,1756.89,2354.13,8.23,0.00,93.96,823.77,832.00,917.73,925.96,-933.12
2451550,57414,2451633,155792,2856929,76982,1835,5113088,91886,1734318,1600,4637653,185,49,3,15,80,37675930,83,50.85,93.56,3.74,7455.06,310.42,4220.55,7765.48,24.83,0.00,77.19,310.42,335.25,387.61,412.44,-3910.13
2452190,68417,2452284,245567,2378099,1484489,3679,1868916,11691279,1564935,4086,3362123,2323,17,5,3,901,15190024,3,91.20,214.32,162.88,154.32,488.64,273.60,642.96,0.00,0.00,199.29,488.64,488.64,687.93,687.93,215.04
2451532,35841,2451533,266809,9851365,1124534,5703,5782072,1069152,573111,6026,5839995,895,46,12,1,523,26027743,15,34.65,87.66,64.86,342.00,972.90,519.75,1314.90,87.56,0.00,552.15,972.90,1060.46,1525.05,1612.61,453.15
2451704,40278,2451706,31729,5084419,1658186,6353,3071320,1458014,1673697,2574,4903541,1682,14,18,16,494,59820174,17,8.22,15.70,1.57,240.21,26.69,139.74,266.90,0.26,0.00,2.55,26.69,26.95,29.24,29.50,-113.05
2452605,34618,2452686,49605,9105570,402442,6867,4152539,3339190,742826,3155,2860027,2143,18,17,16,1395,49698820,64,88.80,261.07,240.18,1336.96,15371.52,5683.20,16708.48,768.57,0.00,2506.24,15371.52,16140.09,17877.76,18646.33,9688.32
2451684,42968,2451704,217256,2510462,822890,1718,673346,879443,796120,2630,4740211,2108,35,2,12,1109,38542156,11,81.85,139.96,106.36,369.60,1169.96,900.35,1539.56,46.79,0.00,369.49,1169.96,1216.75,1539.45,1586.24,269.61
2452202,64075,2452261,62997,1342699,1267170,5688,5017806,6358178,361634,113,2262184,179,25,16,16,809,25286284,9,48.83,132.81,110.23,203.22,992.07,439.47,1195.29,19.84,0.00,59.76,992.07,1011.91,1051.83,1071.67,552.60
2451524,44527,2451611,19339,9133772,147486,4400,1142114,719079,515798,56,2486570,1165,28,18,19,780,36487223,19,62.77,75.32,30.88,844.36,586.72,1192.63,1431.08,35.20,0.00,42.75,586.72,621.92,629.47,664.67,-605.91
2451087,68114,2451159,11749,5764828,1191533,1791,3968849,8198488,1835917,5670,5229975,2966,13,5,2,1146,34316486,99,35.96,89.18,61.53,2737.35,6091.47,3560.04,8828.82,60.91,0.00,3707.55,6091.47,6152.38,9799.02,9859.93,2531.43
2452467,55587,2452505,245541,10691794,499849,1057,1846265,11426962,1027561,1889,224344,97,42,3,17,1084,34067820,68,36.14,56.73,27.23,2006.00,1851.64,2457.52,3857.64,129.61,0.00,1349.80,1851.64,1981.25,3201.44,3331.05,-605.88
2451043,83677,2451136,187034,704083,1457112,5694,5327876,11868815,1805666,6069,3665051,2293,43,14,4,934,24041537,63,78.94,184.71,110.82,4655.07,6981.66,4973.22,11636.73,139.63,0.00,2676.24,6981.66,7121.29,9657.90,9797.53,2008.44
2451840,40308,2451853,272669,6840940,183333,6079,4638072,6289001,295756,1604,5528797,35,47,3,12,728,39902344,33,88.99,192.21,130.70,2029.83,4313.10,2936.67,6342.93,43.13,0.00,2473.68,4313.10,4356.23,6786.78,6829.91,1376.43
2452273,41327,2452322,280349,8211807,1554966,3278,1537990,4200567,1733441,526,2811685,2253,9,16,17,145,53963977,47,92.05,154.64,17.01,6468.61,799.47,4326.35,7268.08,23.98,0.00,3197.88,799.47,823.45,3997.35,4021.33,-3526.88
2452428,39666,2452501,178999,6377088,1718699,757,3597568,3452044,299993,1695,5030953,2101,24,1,13,658,44837565,18,36.03,49.00,29.89,343.98,538.02,648.54,882.00,5.38,0.00,238.14,538.02,543.40,776.16,781.54,-110.52
2452624,22683,2452734,246937,4452650,1520296,4742,5243588,5749964,982790,926,298172,267,36,3,4,25,53734922,69,8.03,16.78,1.84,1030.86,126.96,554.07,1157.82,5.07,0.00,347.07,126.96,132.03,474.03,479.10,-427.11
2451862,39644,2451979,254369,8455640,640350,5507,81064,4612355,1137870,888,3259198,727,13,20,18,203,27295491,60,98.36,199.67,11.98,11261.40,718.80,5901.60,11980.20,35.94,0.00,5151.00,718.80,754.74,5869.80,5905.74,-5182.80
2451063,76067,2451098,35126,708607,321833,1106,2545532,9791280,277709,4857,650530,109,4,15,5,795,18219638,47,38.04,94.71,55.87,1825.48,2625.89,1787.88,4451.37,80.35,1286.68,0.00,1339.21,1419.56,1339.21,1419.56,-448.67
